task_id,task_text,source,date_collected,type,complexity,domain
T0271,A manager notices that employees who work longer hours often complete more projects. Can the manager conclude that longer working hours cause higher productivity? Explain.,mmlu,8/29/2026,Analytical/Logical Reasoning,Medium,General Knowledge/Cross-Domain
T0272,Three candidates applied for a job. Ali has more experience than Sara. Sara has more experience than Omar. Who has the most experience?,mmlu,8/29/2026,Analytical/Logical Reasoning,Low,General Knowledge/Cross-Domain
T0275,A store offers a discount only to customers who have a membership card. Mona receives the discount. What can logically be inferred?,mmlu,8/29/2026,Analytical/Logical Reasoning,Low,General Knowledge/Cross-Domain
T0277,"If all certified employees have completed the required training, and Lina is certified, what can be concluded about Lina?",mmlu,8/29/2026,Analytical/Logical Reasoning,Low,General Knowledge/Cross-Domain
T0279,"A company wants to reduce employee turnover. One proposal increases salaries, while another improves workplace flexibility. Employee surveys show that most departing employees cite low pay as a major reason for leaving. Which proposal has stronger evidence behind it?",mmlu,8/29/2026,Analytical/Logical Reasoning,Medium,General Knowledge/Cross-Domain
T0280,A rule says that only users who verify their email can access a private account. Karim cannot access the account because his email is not verified. Is this consistent with the rule?,mmlu,8/29/2026,Analytical/Logical Reasoning,Low,General Knowledge/Cross-Domain
T0282,"A project has three tasks: A must be completed before B, and B must be completed before C. If A is not finished, can C be completed according to the required sequence?",mmlu,8/29/2026,Analytical/Logical Reasoning,Low,General Knowledge/Cross-Domain
T0283,A doctor has two possible treatments. Treatment A is well studied and has known side effects. Treatment B is experimental with limited evidence. Which treatment generally provides a more predictable risk profile?,mmlu,8/29/2026,Analytical/Logical Reasoning,Medium,General Knowledge/Cross-Domain
T0284,"A company receives a complaint that its website is difficult to navigate. Before redesigning the entire website, what would be the most logical first step?",mmlu,8/29/2026,Analytical/Logical Reasoning,Medium,General Knowledge/Cross-Domain
T0286,A security system generates an alert whenever unusual login activity is detected. An alert was generated for an account. What can be concluded?,mmlu,8/29/2026,Analytical/Logical Reasoning,Low,General Knowledge/Cross-Domain
T0288,A company can spend its limited budget on either employee training or new office furniture. Customer complaints indicate that employees lack knowledge needed to serve customers correctly. Which investment is more logically justified?,mmlu,8/29/2026,Analytical/Logical Reasoning,Medium,General Knowledge/Cross-Domain
T0289,A researcher observes that people who exercise regularly tend to report better sleep. What additional evidence would make the claim that exercise improves sleep more convincing?,mmlu,8/29/2026,Analytical/Logical Reasoning,Medium,General Knowledge/Cross-Domain
T0290,"A company has two cybersecurity strategies. Strategy A protects only one critical server but provides strong protection. Strategy B provides moderate protection across all systems. If attackers usually target the critical server, which strategy is more appropriate?",mmlu,8/29/2026,Analytical/Logical Reasoning,Medium,General Knowledge/Cross-Domain
T0291,"Five people are standing in a line. Ahmed is before Mona, and Mona is before Youssef. Who must be before Youssef?",mmlu,8/29/2026,Analytical/Logical Reasoning,Low,General Knowledge/Cross-Domain
T0292,A company claims that its new software is faster because one employee completed a task more quickly after using it. Is this sufficient evidence to establish that the software is faster?,mmlu,8/29/2026,Analytical/Logical Reasoning,Medium,General Knowledge/Cross-Domain
T0293,A rule states that applications submitted after Friday will not be considered. An application was submitted on Thursday. Should it be rejected solely because of the submission date?,mmlu,8/29/2026,Analytical/Logical Reasoning,Low,General Knowledge/Cross-Domain
T0294,A hospital must choose between purchasing additional emergency equipment and renovating its waiting room. Emergency equipment is currently insufficient. Which choice should be prioritized from a patient-safety perspective?,mmlu,8/29/2026,Analytical/Logical Reasoning,Medium,General Knowledge/Cross-Domain
T0295,A student gets high grades after attending every class. Can we conclude that attendance alone caused the high grades?,mmlu,8/29/2026,Analytical/Logical Reasoning,Medium,General Knowledge/Cross-Domain
T0296,A company notices that sales increased after it launched an advertising campaign. What should it examine before concluding that the campaign caused the increase?,mmlu,8/29/2026,Analytical/Logical Reasoning,Medium,General Knowledge/Cross-Domain
T0300,A school wants to improve student performance. Test results show that students struggle mainly with reading comprehension rather than mathematics. Which intervention is more logically targeted?,BIG-Bench-Hard,8/29/2026,Analytical/Logical Reasoning,Medium,General Knowledge/Cross-Domain
T0301,"A company has three possible projects. Project A has high potential profit but very high risk. Project B has moderate profit and moderate risk. Project C has low profit and low risk. If the company has a low tolerance for risk, which project is most suitable?",BIG-Bench-Hard,8/29/2026,Analytical/Logical Reasoning,Medium,General Knowledge/Cross-Domain
T0302,"If no employees without security training are allowed to access sensitive systems, and Omar has access to a sensitive system, what can be inferred?",BIG-Bench-Hard,8/29/2026,Analytical/Logical Reasoning,Low,General Knowledge/Cross-Domain
T0303,"A manager receives two reports about the same incident. One report was written by a direct witness, while the other was based on rumors. Which report should generally receive greater evidential weight?",BIG-Bench-Hard,8/29/2026,Analytical/Logical Reasoning,Low,General Knowledge/Cross-Domain
T0306,"A company introduces a new security policy, but employees are not informed about it. Later, several employees violate the policy. What is a reasonable explanation for the violations?",BIG-Bench-Hard,8/29/2026,Analytical/Logical Reasoning,Medium,General Knowledge/Cross-Domain
T0307,"A researcher has two explanations for an observation. Explanation A requires several unsupported assumptions, while Explanation B explains the observation using fewer assumptions and existing evidence. Which explanation is generally preferable?",BIG-Bench-Hard,8/29/2026,Analytical/Logical Reasoning,Medium,General Knowledge/Cross-Domain
T0308,A company wants to enter a new market. Research shows strong demand but also strict regulations and established competitors. What should the company do before entering?,BIG-Bench-Hard,8/29/2026,Analytical/Logical Reasoning,High,General Knowledge/Cross-Domain
T0309,A task can only begin after both Task A and Task B are completed. Task A is complete but Task B is not. Can the task begin?,BIG-Bench-Hard,8/29/2026,Analytical/Logical Reasoning,Low,General Knowledge/Cross-Domain
T0310,A manager wants to know whether a training program improved employee performance. Which comparison would provide useful evidence?,BIG-Bench-Hard,8/29/2026,Analytical/Logical Reasoning,Medium,General Knowledge/Cross-Domain
T0311,"A company has a limited budget for risk reduction. Risk A could cause minor financial losses frequently, while Risk B is unlikely but could cause a catastrophic loss. Which risk should management carefully evaluate before allocating the budget?",BIG-Bench-Hard,8/29/2026,Analytical/Logical Reasoning,High,General Knowledge/Cross-Domain
T0312,A rule states that every approved application receives a confirmation email. Sara has not received a confirmation email. Can we conclude that her application was rejected?,BIG-Bench-Hard,8/29/2026,Analytical/Logical Reasoning,Low,General Knowledge/Cross-Domain
T0313,"A company notices that two departments have conflicting priorities. Department A wants to reduce costs, while Department B wants to improve quality. What is the most logical way to resolve the conflict?",BIG-Bench-Hard,8/29/2026,Analytical/Logical Reasoning,Medium,General Knowledge/Cross-Domain
T0315,"Natalia sold clips to 48 of her friends in April, and then she sold half as many clips in May. How many clips did Natalia sell altogether in April and May?",openai/gsm8k,8/29/2026,Mathematical Reasoning,Medium,Mathematics & Quantitative
T0316,"Weng earns $12 an hour for babysitting. Yesterday, she just did 50 minutes of babysitting. How much did she earn?",openai/gsm8k,8/29/2026,Mathematical Reasoning,Medium,Mathematics & Quantitative
T0319,James writes a 3-page letter to 2 different friends twice a week. How many pages does he write a year?,openai/gsm8k,8/29/2026,Mathematical Reasoning,Medium,Mathematics & Quantitative
T0320,"Mark has a garden with flowers. He planted plants of three different colors in it. Ten of them are yellow, and there are 80% more of those in purple. There are only 25% as many green flowers as there are yellow and purple flowers. How many flowers does Mark have in his garden?",openai/gsm8k,8/29/2026,Mathematical Reasoning,Medium,Mathematics & Quantitative
T0321,"Albert is wondering how much pizza he can eat in one day. He buys 2 large pizzas and 2 small pizzas. A large pizza has 16 slices and a small pizza has 8 slices. If he eats it all, how many pieces does he eat that day?",openai/gsm8k,8/29/2026,Mathematical Reasoning,Medium,Mathematics & Quantitative
T0322,"Ken created a care package to send to his brother, who was away at boarding school. Ken placed a box on a scale, and then he poured into the box enough jelly beans to bring the weight to 2 pounds. Then, he added enough brownies to cause the weight to triple. Next, he added another 2 pounds of jelly beans. And finally, he added enough gummy worms to double the weight once again. What was the final weight of the box of goodies, in pounds?",openai/gsm8k,8/29/2026,Mathematical Reasoning,Medium,Mathematics & Quantitative
T0323,"Alexis is applying for a new job and bought a new set of business clothes to wear to the interview. She went to a department store with a budget of $200 and spent $30 on a button-up shirt, $46 on suit pants, $38 on a suit coat, $11 on socks, and $18 on a belt. She also purchased a pair of shoes, but lost the receipt for them. She has $16 left from her budget. How much did Alexis pay for the shoes?",openai/gsm8k,8/29/2026,Mathematical Reasoning,Medium,Mathematics & Quantitative
T0324,"Tina makes $18.00 an hour. If she works more than 8 hours per shift, she is eligible for overtime, which is paid by your hourly wage + 1/2 your hourly wage. If she works 10 hours every day for 5 days, how much money does she make?",openai/gsm8k,8/29/2026,Mathematical Reasoning,Medium,Mathematics & Quantitative
T0326,"Tobias is buying a new pair of shoes that costs $95. He has been saving up his money each month for the past three months. He gets a $5 allowance a month. He also mows lawns and shovels driveways. He charges $15 to mow a lawn and $7 to shovel. After buying the shoes, he has $15 in change. If he mows 4 lawns, how many driveways did he shovel?",openai/gsm8k,8/29/2026,Mathematical Reasoning,Medium,Mathematics & Quantitative
T0327,Randy has 60 mango trees on his farm. He also has 5 less than half as many coconut trees as mango trees. How many trees does Randy have in all on his farm?,openai/gsm8k,8/29/2026,Mathematical Reasoning,Medium,Mathematics & Quantitative
T0328,"Jasper will serve charcuterie at his dinner party. He buys 2 pounds of cheddar cheese for $10, a pound of cream cheese that cost half the price of the cheddar cheese, and a pack of cold cuts that cost twice the price of the cheddar cheese. How much does he spend on the ingredients?",openai/gsm8k,8/29/2026,Mathematical Reasoning,Medium,Mathematics & Quantitative
T0329,Joy can read 8 pages of a book in 20 minutes. How many hours will it take her to read 120 pages?,openai/gsm8k,8/29/2026,Mathematical Reasoning,Medium,Mathematics & Quantitative
T0330,James creates a media empire. He creates a movie for $2000. Each DVD cost $6 to make. He sells it for 2.5 times that much. He sells 500 movies a day for 5 days a week. How much profit does he make in 20 weeks?,openai/gsm8k,8/29/2026,Mathematical Reasoning,Medium,Mathematics & Quantitative
T0332,"In a truck, there are 26 pink hard hats, 15 green hard hats, and 24 yellow hard hats. If Carl takes away 4 pink hard hats, and John takes away 6 pink hard hats and twice as many green hard hats as the number of pink hard hats that he removed, then calculate the total number of hard hats that remained in the truck.",openai/gsm8k,8/29/2026,Mathematical Reasoning,Medium,Mathematics & Quantitative
T0333,It takes Roque two hours to walk to work and one hour to ride his bike to work. Roque walks to and from work three times a week and rides his bike to and from work twice a week. How many hours in total does he take to get to and from work a week with walking and biking?,openai/gsm8k,8/29/2026,Mathematical Reasoning,Medium,Mathematics & Quantitative
T0334,Tim rides his bike back and forth to work for each of his 5 workdays. His work is 20 miles away. He also goes for a weekend bike ride of 200 miles. If he can bike at 25 mph how much time does he spend biking a week?,openai/gsm8k,8/29/2026,Mathematical Reasoning,Medium,Mathematics & Quantitative
T0336,"Each bird eats 12 beetles per day, each snake eats 3 birds per day, and each jaguar eats 5 snakes per day. If there are 6 jaguars in a forest, how many beetles are eaten each day?",openai/gsm8k,8/29/2026,Mathematical Reasoning,Medium,Mathematics & Quantitative
T0337,"Samantha’s last name has three fewer letters than Bobbie’s last name. If Bobbie took two letters off her last name, she would have a last name twice the length of Jamie’s. Jamie’s full name is Jamie Grey. How many letters are in Samantha’s last name?",openai/gsm8k,8/29/2026,Mathematical Reasoning,Medium,Mathematics & Quantitative
T0338,"Ann's favorite store was having a summer clearance. For $75 she bought 5 pairs of shorts for $7 each and 2 pairs of shoes for $10 each. She also bought 4 tops, all at the same price. How much did each top cost?",openai/gsm8k,8/29/2026,Mathematical Reasoning,Medium,Mathematics & Quantitative
T0339,"Mary does her grocery shopping on Saturday. She does her shopping only at a specific store where she is allowed a credit of $100, which must be paid in full before her next shopping trip. That week she spent the full credit limit and paid $15 of it on Tuesday and $23 on Thursday. How much credit will Mary need to pay before her next shopping trip?",openai/gsm8k,8/29/2026,Mathematical Reasoning,Medium,Mathematics & Quantitative
T0340,"Ralph is going to practice playing tennis with a tennis ball machine that shoots out tennis balls for Ralph to hit. He loads up the machine with 175 tennis balls to start with. Out of the first 100 balls, he manages to hit 2/5 of them. Of the next 75 tennis balls, he manages to hit 1/3 of them. Out of all the tennis balls, how many did Ralph not hit?",openai/gsm8k,8/29/2026,Mathematical Reasoning,Medium,Mathematics & Quantitative
T0341,"Jack is stranded on a desert island. He wants some salt to season his fish. He collects 2 liters of seawater in an old bucket. If the water is 20% salt, how many ml of salt will Jack get when all the water evaporates?",openai/gsm8k,8/29/2026,Mathematical Reasoning,Medium,Mathematics & Quantitative
T0343,"There are 5 houses on a street, and each of the first four houses has 3 gnomes in the garden. If there are a total of 20 gnomes on the street, how many gnomes does the fifth house have?",openai/gsm8k,8/29/2026,Mathematical Reasoning,Medium,Mathematics & Quantitative
T0344,Mrs. Snyder used to spend 40% of her monthly income on rent and utilities. Her salary was recently increased by $600 so now her rent and utilities only amount to 25% of her monthly income. How much was her previous monthly income?,openai/gsm8k,8/29/2026,Mathematical Reasoning,Medium,Mathematics & Quantitative
T0346,"Noah is a painter. He paints pictures and sells them at the park. He charges $60 for a large painting and $30 for a small painting. Last month he sold eight large paintings and four small paintings. If he sold twice as much this month, how much is his sales for this month?",openai/gsm8k,8/29/2026,Mathematical Reasoning,Medium,Mathematics & Quantitative
T0349,"Mr. Sam shared a certain amount of money between his two sons, Ken and Tony. If Ken got $1750, and Tony got twice as much as Ken, how much was the money shared?",openai/gsm8k,8/29/2026,Mathematical Reasoning,Medium,Mathematics & Quantitative
T0353,Artemis is making tea for a party. She knows her mom drinks an 8-ounce cup of tea and uses one ounce of tea. She will use this same ratio for the party. The party has 12 people there and each of them wants a 6-ounce cup of tea. How many ounces of tea does she need?,openai/gsm8k,8/29/2026,Mathematical Reasoning,Medium,Mathematics & Quantitative
T0354,"Design an end-to-end AI system: Real-Time Fraud Scoring Service (transaction risk classification) targeting ~35,000 QPS and p99 < 45 ms.",devpkprajapati/ai-system-design-instruct,8/29/2026,Architecture & System Design,High,Software Engineering & Technology
T0356,"Design an end-to-end AI system: Voice Assistant Orchestrator (speech-to-action pipeline) targeting ~4,800 QPS and p99 < 700 ms.",devpkprajapati/ai-system-design-instruct,8/29/2026,Architecture & System Design,High,Software Engineering & Technology
T0357,"Design an end-to-end AI system: LLM API Gateway (multi-tenant inference routing) targeting ~22,500 QPS and p99 < 2500 ms.",devpkprajapati/ai-system-design-instruct,8/29/2026,Architecture & System Design,High,Software Engineering & Technology
T0359,"Design an end-to-end AI system: Voice Assistant Orchestrator (speech-to-action pipeline) targeting ~7,500 QPS and p99 < 700 ms.",devpkprajapati/ai-system-design-instruct,8/29/2026,Architecture & System Design,High,Software Engineering & Technology
T0360,"Design an end-to-end AI system: Real-Time Fraud Scoring Service (transaction risk classification) targeting ~52,500 QPS and p99 < 45 ms.",devpkprajapati/ai-system-design-instruct,8/29/2026,Architecture & System Design,High,Software Engineering & Technology
T0362,"Design an end-to-end AI system: LLM API Gateway (multi-tenant inference routing) targeting ~27,000 QPS and p99 < 2500 ms.",devpkprajapati/ai-system-design-instruct,8/29/2026,Architecture & System Design,High,Software Engineering & Technology
T0364,"Design an end-to-end AI system: Voice Assistant Orchestrator (speech-to-action pipeline) targeting ~9,000 QPS and p99 < 700 ms.",devpkprajapati/ai-system-design-instruct,8/29/2026,Architecture & System Design,High,Software Engineering & Technology
T0365,"Design an end-to-end AI system: Real-Time Fraud Scoring Service (transaction risk classification) targeting ~43,750 QPS and p99 < 45 ms.",devpkprajapati/ai-system-design-instruct,8/29/2026,Architecture & System Design,High,Software Engineering & Technology
T0367,"Design an end-to-end AI system: Real-Time Fraud Scoring Service (transaction risk classification) targeting ~28,000 QPS and p99 < 45 ms.",devpkprajapati/ai-system-design-instruct,8/29/2026,Architecture & System Design,High,Software Engineering & Technology
T0368,"Design an end-to-end AI system: LLM API Gateway (multi-tenant inference routing) targeting ~14,400 QPS and p99 < 2500 ms.",devpkprajapati/ai-system-design-instruct,8/29/2026,Architecture & System Design,High,Software Engineering & Technology
T0370,"Design an end-to-end AI system: LLM API Gateway (multi-tenant inference routing) targeting ~18,000 QPS and p99 < 2500 ms.",devpkprajapati/ai-system-design-instruct,8/29/2026,Architecture & System Design,High,Software Engineering & Technology
T0373,"Design an end-to-end AI system: Voice Assistant Orchestrator (speech-to-action pipeline) targeting ~6,000 QPS and p99 < 700 ms.",devpkprajapati/ai-system-design-instruct,8/29/2026,Architecture & System Design,High,Software Engineering & Technology
T0374,"Design an end-to-end AI system: Code Review Copilot (automated PR analysis & suggestion) targeting ~3,125 QPS and p99 < 4000 ms.",devpkprajapati/ai-system-design-instruct,8/29/2026,Architecture & System Design,High,Software Engineering & Technology
T0375,"Design an end-to-end AI system: Image Moderation Service (content-safety classification at upload) targeting ~37,500 QPS and p99 < 150 ms.",devpkprajapati/ai-system-design-instruct,8/29/2026,Architecture & System Design,High,Software Engineering & Technology
T0376,"Design an end-to-end AI system: Anomaly Detection for Observability (metric/log/trace anomaly scoring) targeting ~120,000 QPS and p99 < 60 ms.",devpkprajapati/ai-system-design-instruct,8/29/2026,Architecture & System Design,High,Software Engineering & Technology
T0377,"Design an end-to-end AI system: Code Review Copilot (automated PR analysis & suggestion) targeting ~2,000 QPS and p99 < 4000 ms.",devpkprajapati/ai-system-design-instruct,8/29/2026,Architecture & System Design,High,Software Engineering & Technology
T0378,"Design an end-to-end AI system: Conversational Support Agent (tier-1 customer support automation) targeting ~11,250 QPS and p99 < 2200 ms.",devpkprajapati/ai-system-design-instruct,8/29/2026,Architecture & System Design,High,Software Engineering & Technology
T0379,"Design an end-to-end AI system: Anomaly Detection for Observability (metric/log/trace anomaly scoring) targeting ~100,000 QPS and p99 < 60 ms.",devpkprajapati/ai-system-design-instruct,8/29/2026,Architecture & System Design,High,Software Engineering & Technology
T0381,"Design an end-to-end AI system: Image Moderation Service (content-safety classification at upload) targeting ~30,000 QPS and p99 < 150 ms.",devpkprajapati/ai-system-design-instruct,8/29/2026,Architecture & System Design,High,Software Engineering & Technology
T0382,"Design an end-to-end AI system: Image Moderation Service (content-safety classification at upload) targeting ~45,000 QPS and p99 < 150 ms.",devpkprajapati/ai-system-design-instruct,8/29/2026,Architecture & System Design,High,Software Engineering & Technology
T0383,"Design an end-to-end AI system: Image Moderation Service (content-safety classification at upload) targeting ~24,000 QPS and p99 < 150 ms.",devpkprajapati/ai-system-design-instruct,8/29/2026,Architecture & System Design,High,Software Engineering & Technology
T0384,"Design an end-to-end AI system: Code Review Copilot (automated PR analysis & suggestion) targeting ~3,750 QPS and p99 < 4000 ms.",devpkprajapati/ai-system-design-instruct,8/29/2026,Architecture & System Design,High,Software Engineering & Technology
T0385,"Design an end-to-end AI system: Anomaly Detection for Observability (metric/log/trace anomaly scoring) targeting ~64,000 QPS and p99 < 60 ms.",devpkprajapati/ai-system-design-instruct,8/29/2026,Architecture & System Design,High,Software Engineering & Technology
T0386,"Design an end-to-end AI system: Conversational Support Agent (tier-1 customer support automation) targeting ~7,200 QPS and p99 < 2200 ms.",devpkprajapati/ai-system-design-instruct,8/29/2026,Architecture & System Design,High,Software Engineering & Technology
T0387,"Design an end-to-end AI system: Recommendation Ranking Platform (personalized feed ranking) targeting ~96,000 QPS and p99 < 80 ms.",devpkprajapati/ai-system-design-instruct,8/29/2026,Architecture & System Design,High,Software Engineering & Technology
T0388,"Design an end-to-end AI system: Code Review Copilot (automated PR analysis & suggestion) targeting ~2,500 QPS and p99 < 4000 ms.",devpkprajapati/ai-system-design-instruct,8/29/2026,Architecture & System Design,High,Software Engineering & Technology
T0390,"Design an end-to-end AI system: Conversational Support Agent (tier-1 customer support automation) targeting ~9,000 QPS and p99 < 2200 ms.",devpkprajapati/ai-system-design-instruct,8/29/2026,Architecture & System Design,High,Software Engineering & Technology
T0391,"Design an end-to-end AI system: Document Intelligence Pipeline (OCR + extraction over scanned docs) targeting ~3,200 QPS and p99 < 3500 ms.",devpkprajapati/ai-system-design-instruct,8/29/2026,Architecture & System Design,High,Software Engineering & Technology
T0394,"Design an end-to-end AI system: AI-Native Git Platform (version control with AI review & search) targeting ~18,000 git operations/sec and p99 < 900 ms.",devpkprajapati/ai-system-design-instruct,8/29/2026,Architecture & System Design,High,Software Engineering & Technology
T0395,"Design an end-to-end AI system: PowerShell Copilot Service (natural-language to PowerShell automation) targeting ~4,375 command requests/sec and p99 < 2500 ms.",devpkprajapati/ai-system-design-instruct,8/29/2026,Architecture & System Design,High,Software Engineering & Technology
T0399,"Design an end-to-end AI system: AI Observability Platform (log/metric/trace analysis with AI RCA) targeting ~70,000 telemetry querys/sec and p99 < 250 ms.",devpkprajapati/ai-system-design-instruct,8/29/2026,Architecture & System Design,High,Software Engineering & Technology
T0400,"Design an end-to-end AI system: AI Observability Platform (log/metric/trace analysis with AI RCA) targeting ~105,000 telemetry querys/sec and p99 < 250 ms.",devpkprajapati/ai-system-design-instruct,8/29/2026,Architecture & System Design,High,Software Engineering & Technology
T0404,"Design an end-to-end AI system: AI-Enhanced API Gateway (request routing with AI rate-shaping & threat scoring) targeting ~150,000 API calls/sec and p99 < 40 ms.",devpkprajapati/ai-system-design-instruct,8/29/2026,Architecture & System Design,High,Software Engineering & Technology
T0405,"Design an end-to-end AI system: PowerShell Copilot Service (natural-language to PowerShell automation) targeting ~5,250 command requests/sec and p99 < 2500 ms.",devpkprajapati/ai-system-design-instruct,8/29/2026,Architecture & System Design,High,Software Engineering & Technology
T0406,"Design an end-to-end AI system: AI-Augmented Search Engine (crawl, index & semantic web search) targeting ~75,000 querys/sec and p99 < 200 ms.",devpkprajapati/ai-system-design-instruct,8/29/2026,Architecture & System Design,High,Software Engineering & Technology
T0407,"Design an end-to-end AI system: AI-Augmented Search Engine (crawl, index & semantic web search) targeting ~60,000 querys/sec and p99 < 200 ms.",devpkprajapati/ai-system-design-instruct,8/29/2026,Architecture & System Design,High,Software Engineering & Technology
T0409,"Design an end-to-end AI system: AI-Driven CI/CD Pipeline (Jenkins-style) (build orchestration with AI triage) targeting ~6,250 pipeline runs/sec and p99 < 1500 ms.",devpkprajapati/ai-system-design-instruct,8/29/2026,Architecture & System Design,High,Software Engineering & Technology
T0411,"Design an end-to-end AI system: AI Observability Platform (log/metric/trace analysis with AI RCA) targeting ~87,500 telemetry querys/sec and p99 < 250 ms.",devpkprajapati/ai-system-design-instruct,8/29/2026,Architecture & System Design,High,Software Engineering & Technology
T0412,"Design an end-to-end AI system: AI-Aware Package Registry (artifact hosting with vuln & quality scoring) targeting ~25,000 package requests/sec and p99 < 300 ms.",devpkprajapati/ai-system-design-instruct,8/29/2026,Architecture & System Design,High,Software Engineering & Technology
T0415,Monolith vs. microservices for this use case?,HLD-Bench,8/29/2026,Architecture & System Design,Medium,Software Engineering & Technology
T0416,Design a URL shortener like bit.ly.,HLD-Bench,8/29/2026,Architecture & System Design,High,Software Engineering & Technology
T0417,Design a rate limiter for an API gateway.,HLD-Bench,8/29/2026,Architecture & System Design,High,Software Engineering & Technology
T0419,Design a chat application like WhatsApp.,HLD-Bench,8/29/2026,Architecture & System Design,High,Software Engineering & Technology
T0420,Design a distributed cache.,HLD-Bench,8/29/2026,Architecture & System Design,High,Software Engineering & Technology
T0421,"How would you design a notification system that supports push, SMS, and email?",HLD-Bench,8/29/2026,Architecture & System Design,High,Software Engineering & Technology
T0422,Design an e-commerce checkout system.,HLD-Bench,8/29/2026,Architecture & System Design,High,Software Engineering & Technology
T0423,Design a file storage service like Dropbox.,HLD-Bench,8/29/2026,Architecture & System Design,High,Software Engineering & Technology
T0425,Design a video streaming service like YouTube.,HLD-Bench,8/29/2026,Architecture & System Design,High,Software Engineering & Technology
T0426,Design a payment processing system.,HLD-Bench,8/29/2026,Architecture & System Design,High,Software Engineering & Technology
T0427,How do you handle database sharding for a multi-tenant SaaS app?,HLD-Bench,8/29/2026,Architecture & System Design,High,Software Engineering & Technology
T0428,Design a search autocomplete system.,HLD-Bench,8/29/2026,Architecture & System Design,High,Software Engineering & Technology
T0430,Design a logging and monitoring pipeline for microservices.,HLD-Bench,8/29/2026,Architecture & System Design,High,Software Engineering & Technology
T0432,Design a ticket booking system for a concert.,HLD-Bench,8/29/2026,Architecture & System Design,High,Software Engineering & Technology
T0433,How would you achieve high availability for a critical service?,HLD-Bench,8/29/2026,Architecture & System Design,High,Software Engineering & Technology
T0434,Design a recommendation engine for an online store.,HLD-Bench,8/29/2026,Architecture & System Design,High,Software Engineering & Technology
T0436,Design a rate-limited API for a public developer platform.,HLD-Bench,8/29/2026,Architecture & System Design,High,Software Engineering & Technology
T0437,"Design a social media ""like"" counter that scales to millions of users.",HLD-Bench,8/29/2026,Architecture & System Design,High,Software Engineering & Technology
T0438,How would you design for eventual consistency in a distributed system?,HLD-Bench,8/29/2026,Architecture & System Design,High,Software Engineering & Technology
T0439,Design a system to detect fraud in real-time transactions.,HLD-Bench,8/29/2026,Architecture & System Design,High,Software Engineering & Technology
T0440,Design a leaderboard system for a gaming platform.,HLD-Bench,8/29/2026,Architecture & System Design,High,Software Engineering & Technology
T0441,Design a multi-region deployment strategy for disaster recovery.,HLD-Bench,8/29/2026,Architecture & System Design,High,Software Engineering & Technology
T0442,How do you decide between synchronous REST and asynchronous messaging?,HLD-Bench,8/29/2026,Architecture & System Design,Medium,Software Engineering & Technology
T0443,Design an ad click tracking and reporting pipeline.,HLD-Bench,8/29/2026,Architecture & System Design,High,Software Engineering & Technology
T0444,Design a system for real-time collaborative document editing (like Google Docs).,HLD-Bench,8/29/2026,Architecture & System Design,High,Software Engineering & Technology
T0445,Design a scalable image resizing/thumbnail service.,HLD-Bench,8/29/2026,Architecture & System Design,High,Software Engineering & Technology
T0446,Design a URL crawler / web scraper at scale.,HLD-Bench,8/29/2026,Architecture & System Design,High,Software Engineering & Technology
T0448,Design a system to handle flash-sale traffic spikes.,HLD-Bench,8/29/2026,Architecture & System Design,High,Software Engineering & Technology
T0450,Design a metrics/telemetry collection system.,HLD-Bench,8/29/2026,Architecture & System Design,High,Software Engineering & Technology
T0451,Design a distributed task queue.,HLD-Bench,8/29/2026,Architecture & System Design,High,Software Engineering & Technology
T0452,What are the trade-offs of using an API gateway vs. direct service-to-service calls?,HLD-Bench,8/29/2026,Architecture & System Design,Medium,Software Engineering & Technology
T0454,Design a system for storing and querying time-series data.,HLD-Bench,8/29/2026,Architecture & System Design,High,Software Engineering & Technology
T0456,How would you design a system to support blue-green deployments?,HLD-Bench,8/29/2026,Architecture & System Design,Medium,Software Engineering & Technology
T0457,Design a system for handling large file uploads reliably.,HLD-Bench,8/29/2026,Architecture & System Design,High,Software Engineering & Technology
T0458,Design an event-driven architecture for order processing.,HLD-Bench,8/29/2026,Architecture & System Design,High,Software Engineering & Technology
T0459,"What database would you choose for a social graph, and why?",HLD-Bench,8/29/2026,Architecture & System Design,Medium,Software Engineering & Technology
T0460,Design a system for A/B testing at scale.,HLD-Bench,8/29/2026,Architecture & System Design,High,Software Engineering & Technology
T0461,How would you design for graceful degradation under high load?,HLD-Bench,8/29/2026,Architecture & System Design,High,Software Engineering & Technology
T0462,Design a multi-tenant database architecture.,HLD-Bench,8/29/2026,Architecture & System Design,High,Software Engineering & Technology
T0464,Design a system to prevent double-spending in a wallet app.,HLD-Bench,8/29/2026,Architecture & System Design,High,Software Engineering & Technology
T0466,Design a session management system for a distributed web app.,HLD-Bench,8/29/2026,Architecture & System Design,High,Software Engineering & Technology
T0467,What's the trade-off between strong consistency and availability (CAP theorem) in practice?,HLD-Bench,8/29/2026,Analytical/Logical Reasoning,Medium,Software Engineering & Technology
T0469,Write a launch email in an upbeat tone.,Hugging Face Creative Writing datasets,8/29/2026,Creative & Open-Ended Generation,Low,Language & Communication
T0470,Brainstorm 10 app names for a meditation app.,Hugging Face Creative Writing datasets,8/29/2026,Creative & Open-Ended Generation,Low,General Knowledge/Cross-Domain
T0471,Write a tagline for a coffee brand.,Hugging Face Creative Writing datasets,8/29/2026,Creative & Open-Ended Generation,Low,Language & Communication
